districts,-0.397788382502325,2.6730711166696017,-1.8784214336194949,0.18763853721526474,-0.09746818626331183,-0.37595525169025157,-2.246024840771448,1.6860538629225685,-0.04981740713717503,-0.046334074447271056,-0.4282732119665537,-0.6186624871841541,-0.8546700103021998,-1.636482895880806,-0.5934199074715828,0.38232508744330246,-0.5098586387996183,-1.0656293166785398,0.12799552400205086,0.13474389070238327,0.7869408643882508,-0.23226793245274469,0.36061907541814875,0.7528136724302437,0.3349243973452019,0.26420833834983504,0.4720846028794314,-0.2967739675099246,-0.34829726695349905,-0.2718061482717002
charters,-0.398762002058854,2.1025897536227873,-0.9135814607634276,0.7454210344693799,1.0102381933932627,-0.12882128602956394,-1.0923975083212565,-0.316713846545412,0.49265033013126175,-0.37417004539604126,-0.020359111816087405,-0.46247859894589066,0.7656121946668968,-0.17147750718312496,-0.43401117898248337,0.20160052987868668,-0.16090168736953406,-0.005890426562628004,0.11446648770999071,-0.2326078584928579,0.5337365607623182,0.1676305811613582,0.4325933100288928,0.2455469994394245,-0.3407147011673823,0.8200154709607264,0.23181623847953708,0.792820168824134,0.013062224261510269,-0.017065659628825752
absolute,-0.1587192677584853,-0.5592471105953529,1.39352583245055,-0.43529306270975865,1.1375054314060205,0.05587655641270067,0.3861150313916897,-0.7654792273997229,-0.23693753488395158,-0.11945223747085656,-0.6368888765385966,-0.19180685266658895,-0.8417514029569102,0.3417168912828148,-0.5336010354156219,-0.22166351536280696,0.1284227949959676,0.13703836987437834,0.42488564953905295,-0.040867804140101036,0.7439160040870822,-0.5212841745652882,-0.407735459036795,-0.00811357221199091,0.16967437095418939,0.6667322203378356,0.950625717294539,0.31005609079793617,-0.43472217273491287,-0.5759991124480482
full,1.7367637355169832,-0.10956361261039213,-0.2536386106956331,0.2531615921675998,0.8778279414210319,0.11075914261265697,0.7006651199330015,-0.7512574194369783,0.657147100892588,-0.13320447294262766,0.2949229913819756,-0.012407141928534024,0.006264652675554261,-0.22054512235598658,-1.0229556892549911,-0.3203298228967931,-0.07284299662139085,0.4068976717464895,0.6875044745779403,-0.4558864802374385,0.17736248852903563,-0.8032101368444047,-0.2283673216149147,-0.32244532665720904,0.05779465121234551,-0.46865343482814464,0.4308998437751588,-0.30382146540168387,0.7358843546602188,-0.29962104716053517
alter,-0.034665733306364854,0.18936121804488149,1.6132673970644227,-0.6317006306430124,-0.5419855252184869,-0.5626078290008286,-0.5683625488594507,-0.5511648607008414,0.32043083905692765,-0.40570061456716344,-0.8534619110741456,0.5042436845706834,0.5415882642672354,0.1724946150162385,0.8763044923664731,0.7236468556137468,0.2135338183018553,0.16661259467831657,-1.1725998012444245,-0.029458976632618997,-0.20064940390072725,-0.31881609910592823,0.7935540847473124,0.8576524201883435,-0.9828918661909845,-0.2662860816062305,0.8372223829134329,-0.6242808426359321,-0.4341488092541391,0.2428991810750931
returned,1.0107729616600998,-0.14284650584476746,-1.2478835633676089,1.2035353614681048,-0.8035906048455042,-1.8245246405445303,-0.15827258430552277,0.10547620242744132,-0.7733525873377078,0.19553617148270327,0.07681540255925734,-0.7104382243895339,0.9449052446759054,1.1993411518639567,-0.19217704246212736,-0.46498971827318214,-0.15280523376003607,0.05329275672849676,1.1089745868336962,0.5580235403381718,0.08038891418874736,0.05531322820234745,-0.754640186777811,0.10369448834066415,-0.527633527556052,-0.06036568122073335,0.730747918101854,-0.32326614791449676,0.29510988874394445,-0.23716180323323732
free,1.5785687686715666,-0.021985628429604498,-0.4201845764362223,0.1727823323479561,1.0713874614699148,0.55622670682055,0.755462484668817,-1.1213022123679668,1.9125491597118611,-0.06571942055085216,0.24335302836251757,0.6493805384370865,0.8034156266415566,-0.24238924120554586,-0.3396292533749991,-0.9900757451109887,-0.34248549201329126,0.5776019110239043,-0.08753812898417387,-0.7103824331725573,-0.5071869786746745,-0.7649902497113412,-0.047751946315929245,-0.7641956346374007,0.5390832952681778,-0.03165756244580552,0.9699239011450616,0.4406832041494074,0.06835348957084943,-0.11044053202174889
neglected,-0.21743375959350142,-0.7322364944470341,0.2110945260266446,-0.2861339786859178,-0.8211067321672154,0.30660689193184465,-1.357654383346929,0.3141799057977345,-0.3684722039939217,0.17051659790455548,-0.1344376565192891,-1.1567355791960066,-0.003352838593048274,0.2547257064833272,0.3757972147054154,0.22190345632514866,-0.7515098681807688,0.11156888561157859,-0.3291496385466519,-0.7245070805058089,-0.10421424484074959,0.6295289814099402,-0.3302673495713612,-0.079030023145706,0.08766234389397345,0.1141561292749026,-0.17523807574943084,-0.8751123289915873,-0.06970023566547336,0.14875187391105998
depriving,-1.4877655093534383,-0.6314849408287853,0.3883069852620076,-0.05127666384685836,-0.7577015339697073,-0.2451613309373168,-1.193815293689052,0.5127433325584374,0.33930138999204146,0.6164948625082513,-0.027947841864616588,-1.3138065849042024,-0.9623245547653061,0.30368327761678016,0.7578016876707825,-1.3386096156364307,-0.7873698839275816,0.5720719704285244,-0.1623002453008168,-0.6023418662096309,0.2946626320858432,-0.3232410454901216,-0.2634560296264653,-0.28978007954797386,0.16645813915802016,-0.2687134507635428,0.15553016040093753,0.2442845242094775,-0.4437446443117187,-0.3286757617885946
war,-1.5651591603021626,-0.8083459811308406,-2.3801534750989637,-0.26203042362268536,0.16462250369100156,0.7702775432611476,1.9676889185194213,-0.05383286724550146,0.13142682912359102,0.4918279633413823,-0.3021431870432999,0.4076937816249898,0.26435453798457664,1.3159194550020041,0.0926299844900683,1.3906561692371597,0.4138709656391755,-0.21984478354079795,0.8254929896356209,0.629172599523635,-0.5460586664979405,-1.106473685226732,0.4452625490006402,0.34943614818251,1.0956275249007896,-0.451498793020635,-0.46744474554548004,-0.10852446482603617,-0.23848279423966284,0.11457317081003345
